Baseline 100%T_S,,Baseline 100%T_P,,Sample S 6.00 12.00,,Sample S 6.00  180.00,,Sample P 6.00  180.00,,Sample P 6.00 12.00,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%R,
507,41.42538071,507,108.1195831,507,34.680336,507,65.16926575,507,65.58037567,507,34.21152878,
506,41.26931381,506,108.0510941,506,34.7069397,506,65.13886261,506,65.56942749,506,34.21525192,
505,41.10044479,505,107.9743652,505,34.72238159,505,65.14674377,505,65.55662537,505,34.21846008,
504,40.93489456,504,107.8819275,504,34.73812103,504,65.14984131,504,65.55604553,504,34.22190094,
503,40.78060913,503,107.7931671,503,34.74435043,503,65.13010406,503,65.54720306,503,34.22080994,
502,40.63114166,502,107.711853,502,34.74221039,502,65.12115479,502,65.53831482,502,34.24419022,
501,40.47165298,501,107.6172256,501,34.76535797,501,65.12749481,501,65.51561737,501,34.26001358,
500,40.3169136,500,107.5013046,500,34.77847672,500,65.10145569,500,65.50275421,500,34.27960205,
499,40.15996933,499,107.3939438,499,34.7893486,499,65.10002136,499,65.48964691,499,34.29355621,
498,40.01102448,498,107.283165,498,34.77458572,498,65.09008789,498,65.47176361,498,34.29864502,
497,39.85909271,497,107.1644287,497,34.78040314,497,65.06719208,497,65.47041321,497,34.30924225,
496,39.71003342,496,107.0348587,496,34.8109169,496,65.07434845,496,65.46826172,496,34.31092834,
495,39.56455994,495,106.9176788,495,34.83335495,495,65.04373169,495,65.44585419,495,34.31807327,
494,39.41671753,494,106.7826767,494,34.8449707,494,65.04556274,494,65.43573761,494,34.32813644,
493,39.26992416,493,106.6331863,493,34.82044601,493,65.03562927,493,65.43619537,493,34.34965134,
492,39.12568283,492,106.495903,492,34.84011841,492,65.0175705,492,65.40487671,492,34.3555603,
491,38.98742676,491,106.3422241,491,34.85315323,491,65.02210236,491,65.39987946,491,34.35562134,
490,38.85152435,490,106.1839218,490,34.86443329,490,64.98351288,490,65.39958954,490,34.37086105,
489,38.71416092,489,106.0253296,489,34.85791016,489,64.96550751,489,65.38767242,489,34.38430786,
488,38.57608032,488,105.8607254,488,34.88948059,488,64.96778107,488,65.37546539,488,34.38996506,
487,38.44769669,487,105.6843414,487,34.89092255,487,64.95121002,487,65.35932159,487,34.41252136,
486,38.31965256,486,105.5112,486,34.91644287,486,64.94468689,486,65.34609985,486,34.41560745,
485,38.1910553,485,105.3297195,485,34.90935516,485,64.92920685,485,65.33357239,485,34.42278671,
484,38.06386948,484,105.1219788,484,34.94022369,484,64.93476105,484,65.33210754,484,34.43762589,
483,37.9319191,483,104.9297485,483,34.94145584,483,64.91009521,483,65.31887054,483,34.44701767,
482,37.81916428,482,104.7332993,482,34.95752335,482,64.88961792,482,65.29438019,482,34.46377945,
481,37.68946457,481,104.5387268,481,34.95308304,481,64.88563538,481,65.27770996,481,34.47136307,
480,37.55916214,480,104.3281555,480,34.96727753,480,64.89638519,480,65.27558136,480,34.48895645,
479,37.45074844,479,104.1239166,479,34.98007584,479,64.87906647,479,65.25370789,479,34.4916687,
478,37.31390381,478,103.9045944,478,34.9872551,478,64.85810852,478,65.24770355,478,34.51345062,
477,37.2085228,477,103.696022,477,35.00562286,477,64.82082367,477,65.2303772,477,34.5165596,
476,37.07780457,476,103.4652023,476,35.03407669,476,64.79971313,476,65.22499847,476,34.53604507,
475,36.95806503,475,103.2404556,475,35.03922272,475,64.81272125,475,65.2077713,475,34.54867554,
474,36.82750702,474,103.0168076,474,35.05729294,474,64.8079834,474,65.19870758,474,34.55994797,
473,36.69877625,473,102.7865906,473,35.05767059,473,64.78150177,473,65.19985199,473,34.56991196,
472,36.57401657,472,102.5523682,472,35.0452652,472,64.75884247,472,65.1570282,472,34.584095,
471,36.45285034,471,102.3152008,471,35.06145096,471,64.74637604,471,65.16475677,471,34.59725189,
470,36.31420517,470,102.0854797,470,35.07452774,470,64.74820709,470,65.15068817,470,34.59984589,
469,36.189785,469,101.852356,469,35.08600235,469,64.727005,469,65.11414337,469,34.62225342,
